,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_as_Customer,Family_Size,Total_income_familymember,Total_Conv,RecentCmp,Total_spent,Total_spent_percent_income,Total_Purchases,AOV,Total_Purchases_year,%Wine,%Fruit,%Meat,%Fish,%Sweet,%Gold,%WebPurchases,%CatalogPurchases,%StorePurchases,%DealPurchases,products_factor,Deal_purchases,channels_factor,Basic,Graduation,Master,PhD,Married,Single,Together,Widow
356,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,65,7,2,25368.5,1,4,89,0.0008770546730261342,6,12.714285714285714,0.8571428571428571,0.0015373396140883379,0.0,0.00021680430455091944,0.0,0.0,0.00019709482231901768,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.049522277887671974,0,0.15679442508710806,0,1,0,0,1,0,0,0
357,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,51,8,1,68462.0,0,0,1622,0.01184581452755503,14,108.13333333333334,1.75,0.004097163389909731,0.0004674125792410388,0.005733107417253367,0.0006134790102538634,0.0009348251584820776,0.0003505594344307791,0.2,0.2,0.5333333333333333,0.06666666666666667,0.2775242085045334,0,0.3658536585365854,0,0,0,1,1,0,0,0
358,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,77,7,1,65073.0,0,0,892,0.006853735746995728,13,63.714285714285715,1.8571428571428572,0.004833033669878444,0.00013062253161833632,0.0013600110644967959,0.0005301738048038357,0.0,6.146942664392298e-05,0.35714285714285715,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.17483952088972604,0,0.5331010452961672,0,0,1,0,1,0,0,0
359,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,72,7,3,15560.333333333334,0,0,387,0.004145066620967397,14,25.8,2.0,0.008643773698078446,0.0004819948158779803,0.0022171761530387093,0.0004819948158779803,0.000610526766778775,0.00122105353355755,0.26666666666666666,0.4,0.26666666666666666,0.13333333333333333,0.30662192020614076,0,0.775609756097561,0,0,0,1,0,0,1,0
360,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,63,8,1,78618.0,1,4,2092,0.013304671898650453,21,95.0909090909091,2.625,0.004680861889134804,0.0010366582716426263,0.005202370958304714,0.0013482917398051338,0.0010366582716426263,0.00038795186852883564,0.18181818181818182,0.3181818181818182,0.45454545454545453,0.045454545454545456,0.27901941129160085,0,0.5388026607538803,0,1,0,0,1,0,0,0
361,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,51,6,2,31093.5,0,0,595,0.004783881134624043,18,31.31578947368421,3.0,0.008233232025986139,0.0,0.0013346840979625966,0.0,0.0,0.0006593017833309212,0.3157894736842105,0.10526315789473684,0.5263157894736842,0.15789473684210525,0.2701175177597099,0,0.28883183568677795,0,0,0,1,0,0,0,1
362,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,42,6,3,9480.666666666666,0,0,51,0.0008965299019090813,7,6.375,1.1666666666666667,0.0010020392377469939,0.00015821672174952536,0.0005273890724984178,0.0005801279797482597,0.00042191125799873427,0.0003164334434990507,0.25,0.125,0.5,0.375,0.04317819819938166,0,0.32926829268292684,0,1,0,0,1,0,0,0
364,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,53,8,3,17159.666666666668,0,0,429,0.004166666666666667,15,26.8125,1.875,0.007197109500961556,0.00023310476116474677,0.004662095223294935,0.00017482857087356007,0.00023310476116474677,0.0018939761844635676,0.375,0.1875,0.375,0.4375,0.33480424590076097,0,0.49390243902439024,0,1,0,0,1,0,0,0
365,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,51,8,2,27401.5,0,0,551,0.005027005328078243,17,30.61111111111111,2.125,0.0073718592047880595,0.0,0.0016787402149517363,0.0005109209349853111,0.0004926737587358357,0.002591099027425506,0.3333333333333333,0.1111111111111111,0.5,0.1111111111111111,0.25551284290404414,0,0.3170731707317073,0,1,0,0,0,1,0,0
366,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,60,7,1,79530.0,0,0,1319,0.008292363983855352,25,50.73076923076923,3.5714285714285716,0.002093549603923048,0.0,0.005123852634226078,0.0008110147114296492,0.00026405130139569975,0.00018232113667798316,0.15384615384615385,0.38461538461538464,0.4230769230769231,0.038461538461538464,0.20375876543926336,0,0.6247654784240151,0,1,0,0,1,0,0,0
367,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,44,7,2,15807.5,0,0,42,0.0006642206477732793,5,7.0,0.7142857142857143,6.326111023248457e-05,9.489166534872688e-05,0.0006326111023248458,0.00018978333069745375,0.0003479361062786652,0.0002846749960461806,0.3333333333333333,0.0,0.5,0.3333333333333333,0.019645581367865095,0,0.21951219512195122,0,1,0,0,0,0,0,0
368,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,58,8,1,72025.0,0,0,1699,0.011794352039541278,15,106.1875,1.875,0.005782714335300243,0.00022908712252690038,0.0038111766747657063,0.0010482471364109684,0.0009232905241235682,0.001617493925720236,0.25,0.1875,0.5,0.0625,0.2708508301833536,0,0.38414634146341464,0,1,0,0,0,0,1,0
369,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,45,8,2,26307.0,0,0,952,0.009046849757673668,14,63.46666666666667,1.75,0.014996008666894742,0.0,0.002698901433078648,0.00022807617744326604,0.00017105713308244953,0.0007222412285703425,0.13333333333333333,0.26666666666666666,0.5333333333333333,0.13333333333333333,0.4995555073086719,0,0.42439024390243907,0,0,0,1,0,1,0,0
370,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,36,6,2,17842.0,0,0,27,0.00037831021437578815,4,5.4,0.6666666666666666,0.00028023764152000896,0.0001120950566080036,0.00019616634906400627,0.0,0.0001681425849120054,8.40712924560027e-05,0.2,0.0,0.6,0.2,0.013449643759446472,0,0.13170731707317077,0,0,0,0,1,0,0,0
371,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,45,8,3,16059.333333333334,0,0,216,0.002241640548786816,10,19.636363636363637,1.25,0.00495039229523849,0.000124538170949396,0.0014010544231807048,0.00018680725642409397,6.2269085474698e-05,0.0011831126240192619,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.17931146129805267,0,0.41906873614190693,0,1,0,0,1,0,0,0
372,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,50,7,2,14774.0,1,3,18,0.000304578835155166,4,3.6,0.5714285714285714,0.00023690266684716393,3.384323812102342e-05,0.0002030594287261405,0.00010152971436307025,3.384323812102342e-05,0.0003722756193312576,0.2,0.2,0.4,0.2,0.01242083099653832,0,0.4829268292682927,0,0,1,0,0,1,0,0
373,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,54,8,2,31905.0,1,4,1270,0.009951262321543308,19,63.5,2.375,0.015311079768061432,0.00018805829807240243,0.003964895784359818,0.00025074439742986995,0.00018805829807240243,0.001582824008776054,0.2,0.15,0.6,0.2,0.5441915043113914,0,0.26341463414634153,0,1,0,0,0,1,0,0
374,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,48,7,3,12859.333333333334,0,0,70,0.0009072293216516757,6,10.0,0.8571428571428571,0.001477526051117217,0.00015552905801233862,0.0008554098190678625,0.00011664679350925397,0.00011664679350925397,0.00011664679350925397,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.06586249693072235,0,0.28222996515679444,0,0,0,1,0,1,0,0
375,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,45,8,3,15366.0,0,0,84,0.0009110826699060717,7,10.5,0.875,0.0018547442405310425,0.0,0.000878563061304178,0.0,0.0,0.0011714174150722373,0.375,0.25,0.25,0.5,0.07716562040068484,0,0.6585365853658537,0,0,1,0,0,1,0,0
376,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,50,7,1,22585.0,1,3,42,0.0009297795094306208,4,8.4,0.5714285714285714,6.641576267434137e-05,0.00019924728802302413,0.0003320788133717069,0.0002878016382554793,4.4277175116227586e-05,0.0008634049147664379,0.2,0.2,0.4,0.2,0.011250136845664852,0,0.4829268292682927,0,1,0,0,0,1,0,0
377,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,31,8,2,15139.5,0,0,36,0.0005944517833553501,4,7.2,0.5,0.0003302618976848641,0.00013210475907394565,0.00046236665675880974,0.00013210475907394565,0.00013210475907394565,3.302618976848641e-05,0.2,0.0,0.6,0.2,0.022377167071509683,0,0.13170731707317077,0,1,0,0,0,1,0,0
378,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,59,7,2,33213.0,0,0,1220,0.009183012931488701,18,64.21052631578948,2.5714285714285716,0.015701683075904013,0.0003613043085538795,0.001460271580405263,0.0004817390780718393,0.0003613043085538795,0.002363532351789962,0.15789473684210525,0.2631578947368421,0.5263157894736842,0.10526315789473684,0.48450932591931606,0,0.42747111681643135,0,0,0,1,0,0,1,0
379,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,51,7,2,15411.0,0,0,39,0.0006326444538169548,4,7.8,0.5714285714285714,9.733307377846993e-05,0.0002919992213354098,0.00042177665304003633,6.488871585231328e-05,0.0003893322951138797,0.0003893322951138797,0.2,0.0,0.6,0.2,0.014655294740947846,0,0.13170731707317077,0,1,0,0,0,1,0,0
380,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,51,7,3,11193.666666666666,0,0,16,0.0002382228574831755,3,4.0,0.42857142857142855,0.0004913492748875852,0.0,0.00022334057949435695,0.0,0.0,4.4668115898871385e-05,0.25,0.0,0.5,0.25,0.02017683338072844,0,0.21951219512195122,0,0,0,1,1,0,0,0
381,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,35,7,2,9993.0,0,0,16,0.0004002601691099214,3,4.0,0.42857142857142855,0.00015010507355148604,0.0003002101471029721,0.00025017512258581004,0.0,0.00010007004903432403,0.0003002101471029721,0.0,0.0,0.75,0.25,0.011300547746059604,0,0.0,0,1,0,0,1,0,0,0
382,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,66,8,1,27421.0,0,0,269,0.004904820946685143,11,22.416666666666668,1.375,0.0007840706028226542,0.00021881040078771744,0.0017504832063017395,0.0014222676051201635,0.0007293680026257248,0.0010028810036103715,0.3333333333333333,0.08333333333333333,0.5,0.25,0.07155449260633244,0,0.2926829268292683,0,1,0,0,0,0,0,1
384,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,39,6,2,18071.5,0,0,13,0.00017983621071270475,3,3.25,0.5,0.0003320144979664112,0.0,2.7667874830534265e-05,0.0,0.0,0.0001660072489832056,0.0,0.25,0.5,0.25,0.010154406504322118,0,0.43902439024390244,0,0,1,0,0,1,0,0
385,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,49,7,2,5122.5,0,0,28,0.0013663868826859261,5,4.666666666666667,0.7142857142857143,0.00039043435822352365,0.0006832601268911664,0.0006832601268911664,0.0005856515373352855,0.00039043435822352365,0.001268911664226452,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.030312106146659586,0,0.6585365853658537,0,1,0,0,0,1,0,0
386,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,52,7,2,21897.5,1,4,385,0.0043953785733856976,14,25.666666666666668,2.0,0.007169768238383377,0.0002511702249115196,0.0012101838109373215,9.133462724055258e-05,6.850097043041444e-05,0.0024432012786847813,0.4666666666666667,0.2,0.26666666666666666,0.2,0.23657939902317113,0,0.6000000000000001,0,0,1,0,0,0,1,0
387,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,60,8,2,31690.5,0,0,846,0.006673819065349784,22,36.78260869565217,2.75,0.009009009009009009,0.0007888799482494754,0.00224041905302851,0.0005206607658446538,0.0007888799482494754,0.002508638235433332,0.17391304347826086,0.21739130434782608,0.5652173913043478,0.17391304347826086,0.3175892791041653,0,0.3531283138918346,0,1,0,0,0,0,1,0
388,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,71,8,2,19411.5,0,0,91,0.0011719554914485886,6,13.0,0.75,0.0018030548901424414,0.0,0.00028333719702238364,5.151585400406975e-05,0.000206063416016279,0.0005924323210468021,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.058902173091571135,0,0.4076655052264809,0,1,0,0,0,0,1,0
389,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,52,7,3,27888.0,0,0,1087,0.006496145341540668,16,63.94117647058823,2.2857142857142856,0.015526391279403327,0.00037650602409638556,0.002707257601835915,0.000502008032128514,0.00037650602409638556,0.0015418818129661503,0.11764705882352941,0.11764705882352941,0.7058823529411765,0.17647058823529413,0.5147649615337331,0,0.14203730272596843,0,0,0,1,0,0,0,0
390,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,41,6,1,90300.0,1,5,1681,0.009307759603991097,19,84.05,3.1666666666666665,0.0032890365448504984,0.0007419712070874862,0.004352159468438538,0.00018272425249169435,0.0007419712070874862,0.0003156146179401993,0.25,0.3,0.4,0.0,0.21572313898725862,1,0.5707317073170731,0,1,0,0,0,0,1,0
391,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,41,7,2,31249.5,0,0,218,0.001744,10,19.818181818181817,1.4285714285714286,0.002240035840573449,6.400102401638426e-05,0.00097601561624986,0.0,0.00020800332805324885,6.400102401638426e-05,0.2727272727272727,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.09079425710371805,0,0.25942350332594244,0,0,1,0,0,0,1,0
392,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,27,6,1,74293.0,0,0,1046,0.007039599429294425,15,65.375,2.5,0.00252379093588898,0.0010229765926803333,0.002254586569394156,0.0006259001521004671,0.0006124399337757258,0.0005451388421520197,0.3125,0.25,0.375,0.0625,0.13490121087236565,0,0.5487804878048781,0,1,0,0,0,1,0,0
393,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,74,7,1,51012.0,0,0,185,0.0018132632858291024,9,18.5,1.2857142857142858,0.0009997647612326511,8.821453775582216e-05,0.0006175017642907552,1.9603230612404924e-05,8.821453775582216e-05,0.0002352387673488591,0.4,0.1,0.4,0.1,0.045658010978670824,0,0.39512195121951216,0,0,0,1,1,0,0,0
394,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,52,6,2,35388.5,0,0,709,0.005008618497273164,20,33.76190476190476,3.3333333333333335,0.007827401557002981,0.000494510928691524,0.0015965638554897778,0.0,9.890218573830482e-05,0.0011020529267982537,0.23809523809523808,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.2660535598032949,0,0.28222996515679444,0,0,1,0,1,0,0,0
395,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,29,7,1,68682.0,0,0,1553,0.01130556323981189,23,64.70833333333333,3.2857142857142856,0.0066902536326839636,0.0,0.0036763635304737775,0.0007207128505285228,0.00021839783349349176,0.0003275967502402376,0.16666666666666666,0.375,0.4166666666666667,0.041666666666666664,0.29266612075208215,0,0.6219512195121951,0,0,0,1,0,0,1,0
396,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,49,8,3,14608.0,0,0,154,0.0017569880205362237,8,17.11111111111111,1.0,0.0032858707557502738,3.4227820372398685e-05,0.0014375684556407447,0.0004107338444687842,0.00010268346111719605,0.001095290251916758,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.13335021529675145,0,0.3658536585365854,0,1,0,0,1,0,0,0
397,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,36,8,2,7672.5,0,0,28,0.0009122898475172683,4,5.6,0.5,0.00032583903551645487,0.00013033561420658195,0.0010426849136526556,0.00019550342130987292,0.00013033561420658195,0.0012381883349625285,0.2,0.2,0.4,0.4,0.03863561170012783,0,0.4829268292682927,0,1,0,0,0,0,1,0
398,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,33,8,2,11721.0,0,0,22,0.0004692232222838374,4,4.4,0.5,8.531695247845747e-05,0.0,0.0002559508574353724,0.0003412678099138299,0.0002559508574353724,0.00021329238119614368,0.2,0.0,0.6,0.2,0.009634534052245852,0,0.13170731707317077,0,1,0,0,0,1,0,0
399,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,40,8,2,7257.5,0,0,61,0.002101129787820336,7,7.625,0.875,0.0004133654839820875,0.00027557698932139166,0.0006200482259731313,0.0004133654839820875,0.002480192903892525,0.002411298656562177,0.25,0.25,0.375,0.5,0.029174915680254983,0,0.5487804878048781,0,0,0,0,0,0,1,0
400,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,64,7,3,10465.0,0,0,57,0.0009077589501847369,6,8.142857142857142,0.8571428571428571,0.001098901098901099,4.777830864787386e-05,0.0011944577161968467,0.0,0.0003822264691829909,0.00033444816053511704,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.06474517360327202,0,0.4076655052264809,0,0,0,0,0,0,0,0
401,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,55,8,1,75276.0,0,0,1019,0.0067683356137997,22,44.30434782608695,2.75,0.0040517562038365484,0.0006974334449226845,0.0008302779106222434,0.0009099845900419789,0.0002789733779690738,0.0001394866889845369,0.391304347826087,0.17391304347826086,0.391304347826087,0.043478260869565216,0.1378276021165189,0,0.46765641569459165,0,1,0,0,0,0,1,0
402,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,46,7,3,14124.333333333334,0,0,144,0.0016991551423042432,8,16.0,1.1428571428571428,0.0023717933589785948,0.00017699950440138766,0.0021593939536969295,0.0001061997026408326,0.00028319920704222027,0.0006725981167252732,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.12792263786057004,0,0.26829268292682923,0,1,0,0,0,1,0,0
403,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,60,7,1,30507.0,0,0,233,0.003818670512652419,10,21.181818181818183,1.4285714285714286,0.0010653292686924312,0.0005900285180450389,0.001212836398203691,0.0006228078801586521,0.0003277936211361327,0.0018028649162487298,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.06431624682067204,0,0.41906873614190693,0,1,0,0,0,0,1,0
404,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,65,7,4,13880.25,1,4,442,0.003980404164115126,15,27.625,2.142857142857143,0.01498532086958088,0.0,0.000936582554348805,0.0,0.0,0.00014408962374597,0.375,0.1875,0.375,0.5625,0.44950070372343026,0,0.49390243902439024,0,0,0,1,0,1,0,0
405,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,55,6,3,16002.0,0,0,39,0.000406190763846939,4,7.8,0.6666666666666666,0.0007186601674790651,0.0,0.00034370703662042247,9.373828271466067e-05,6.249218847644044e-05,6.249218847644044e-05,0.2,0.0,0.6,0.2,0.029992318954636166,0,0.13170731707317077,0,1,0,0,1,0,0,0
406,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,48,8,2,13606.5,0,0,67,0.0012309840523260086,6,9.571428571428571,0.75,0.0006981957152831367,0.00011024142872891633,0.0009554257156506082,0.0003674714290963878,0.00033072428618674895,0.00011024142872891633,0.2857142857142857,0.0,0.5714285714285714,0.42857142857142855,0.04668436788655067,0,0.15679442508710806,0,0,0,1,0,1,0,0
407,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,49,6,3,21936.0,0,0,262,0.001990609187193241,11,21.833333333333332,1.8333333333333333,0.003533005105762217,0.00015955506929248725,0.0018234865061998542,0.0002963165572574763,0.00015955506929248725,0.00022793581327498177,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.25,0.1512222932747413,0,0.36585365853658536,0,0,0,1,0,0,0,0
408,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,46,7,2,15175.5,0,0,44,0.0007248286768581972,5,7.333333333333333,0.7142857142857143,0.00046126980989094266,0.0,0.0007907482455273302,9.884353069091628e-05,9.884353069091628e-05,6.589568712727751e-05,0.5,0.0,0.3333333333333333,0.16666666666666666,0.03534646467828242,0,0.3658536585365854,0,0,0,1,0,0,1,0
409,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,57,8,3,16812.333333333332,0,0,486,0.004817796106110472,16,28.58823529411765,2.0,0.011003826555901422,0.0002676606459543589,0.0027360866030890023,0.0001784404306362393,0.0002676606459543589,0.00011896028709082618,0.4117647058823529,0.058823529411764705,0.47058823529411764,0.17647058823529413,0.3878996417465201,0,0.296987087517934,0,1,0,0,1,0,0,0
410,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,38,8,2,11808.0,0,0,47,0.0009950459414828302,6,6.714285714285714,0.75,0.00016937669376693767,0.0009315718157181572,0.0004657859078590786,0.00012703252032520327,0.0002964092140921409,0.0013550135501355014,0.42857142857142855,0.0,0.42857142857142855,0.2857142857142857,0.017931652316179755,0,0.28222996515679444,0,0,0,0,0,1,0,0
411,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,44,8,2,26929.0,0,0,889,0.008253031062589353,13,63.5,1.625,0.007556908908611534,0.0009840692190575216,0.004103382970032307,0.001076905937836533,0.002785101563370344,0.0004827509376508597,0.2857142857142857,0.21428571428571427,0.42857142857142855,0.2857142857142857,0.32918861932007615,0,0.47038327526132406,0,1,0,0,1,0,0,0
412,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,65,7,2,33232.5,1,1,1471,0.011065808082327806,32,44.57575757575758,4.571428571428571,0.018054615211013314,0.0,0.0030692845858722637,0.0005717294816820883,0.00043631986759948846,0.00021063717746182202,0.3333333333333333,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.5963613502272946,0,0.5787139689578714,0,0,0,1,1,0,0,0
413,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,33,8,2,23461.5,0,0,363,0.0038679566959338506,13,25.928571428571427,1.625,0.0018114783794727532,0.000937706455256484,0.0011508215587238667,0.002173774055367304,0.0016622978070455854,0.00012786906208042963,0.35714285714285715,0.07142857142857142,0.5,0.21428571428571427,0.08363044740354375,0,0.2822299651567944,0,1,0,0,0,1,0,0
414,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,58,7,2,37536.0,0,0,948,0.006313854514938793,17,52.666666666666664,2.4285714285714284,0.007765878090366582,0.0004528985507246377,0.004116048593350383,0.0,0.0002930520034100597,0.0016650682011935208,0.2777777777777778,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.33544572302165016,0,0.4634146341463415,0,1,0,0,0,0,1,0
415,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,77,6,1,75865.0,0,0,1230,0.008106398123006354,18,64.73684210526316,3.0,0.003183286100309761,0.0,0.0038950767811243656,0.0010281420945099848,0.0,7.908785342384499e-05,0.15789473684210525,0.2631578947368421,0.5263157894736842,0.05263157894736842,0.1998334628529712,0,0.42747111681643135,0,0,0,1,1,0,0,0
416,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,45,7,2,9894.5,1,3,50,0.0012632642748863063,6,7.142857142857143,0.8571428571428571,0.00010106624892617111,0.00025266562231542777,0.00045479812016776996,0.0014149274849663955,0.00030319874677851334,0.0014149274849663955,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.015692936857472712,0,0.4076655052264809,0,0,0,0,0,0,1,0
417,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,26,6,1,80134.0,4,5,1352,0.008435764647157921,20,64.38095238095238,3.3333333333333335,0.006027404098135623,0.00016222826765168344,0.0017595527491451818,0.0003244565353033669,0.00016222826765168344,0.00016222826765168344,0.09523809523809523,0.3333333333333333,0.5238095238095238,0.047619047619047616,0.21983819958712017,0,0.4912891986062718,0,1,0,0,0,0,1,0
